gene_name,pvalue,log2FoldChange,disease,cell_type
SNORD115-15,0.314123906,0.455084669,ALS,iPSMN
ELF3-AS1,0.314142799,0.175465564,ALS,iPSMN
BCORL1,0.314187464,0.047016884,ALS,iPSMN
TMEM129,0.314214076,-0.02984164,ALS,iPSMN
AL590096.1,0.314259075,-0.191584113,ALS,iPSMN
AC006064.4,0.314274295,0.126402758,ALS,iPSMN
VPS26B,0.314279065,-0.022594813,ALS,iPSMN
STRADA,0.314305146,-0.023306455,ALS,iPSMN
TMEM205,0.314368093,-0.025821464,ALS,iPSMN
FHOD1,0.314388595,-0.066362106,ALS,iPSMN
AC138409.1,0.314400473,0.259836698,ALS,iPSMN
FOXR1,0.314470811,0.205628011,ALS,iPSMN
Z98749.1,0.314493628,0.142576692,ALS,iPSMN
AL662899.4,0.314532685,0.213074175,ALS,iPSMN
SCD,0.314539668,0.063446336,ALS,iPSMN
AC019080.1,0.314550862,-0.046155986,ALS,iPSMN
MTMR1,0.314571805,-0.028783003,ALS,iPSMN
AP001094.2,0.314577542,0.089375008,ALS,iPSMN
MRPS9-AS2,0.314696335,0.126161797,ALS,iPSMN
AC092958.1,0.314698712,-0.264336861,ALS,iPSMN
AL596087.1,0.314704354,-0.074255379,ALS,iPSMN
MYL7,0.314707004,-0.165389035,ALS,iPSMN
IL16,0.31473522,0.178750641,ALS,iPSMN
SRM,0.314752818,-0.039503399,ALS,iPSMN
FABP6-AS1,0.314781172,0.115249603,ALS,iPSMN
ZNF879,0.314792723,0.038859872,ALS,iPSMN
AC092353.1,0.314818631,-0.284802343,ALS,iPSMN
FNBP1L,0.314832907,-0.025679696,ALS,iPSMN
SLC24A4,0.314839656,0.187225077,ALS,iPSMN
LINC01422,0.31485202,0.088148273,ALS,iPSMN
AL023875.1,0.31490503,0.230436007,ALS,iPSMN
BX537318.1,0.314912634,-0.092844685,ALS,iPSMN
TLE3,0.314930515,0.06406807,ALS,iPSMN
STXBP6,0.314935094,0.118206558,ALS,iPSMN
AC023161.2,0.314938544,-0.212430544,ALS,iPSMN
CORT,0.314947924,0.084931478,ALS,iPSMN
MSMP,0.314980671,0.2429727,ALS,iPSMN
ANKDD1B,0.315007356,0.127382059,ALS,iPSMN
C1QTNF9B,0.315045098,-0.120176385,ALS,iPSMN
AC105074.1,0.315054251,-0.094437444,ALS,iPSMN
KCNJ9,0.315078485,0.06012839,ALS,iPSMN
CAMK1D,0.315085176,-0.032605959,ALS,iPSMN
GGT1,0.315158728,0.089615944,ALS,iPSMN
AL590617.2,0.315197183,-0.095230149,ALS,iPSMN
HMGN1P24,0.315249517,-0.164270517,ALS,iPSMN
TMEM210,0.315272745,0.303966565,ALS,iPSMN
GPR137B,0.315307697,-0.041150435,ALS,iPSMN
RPL35,0.315387312,0.043394566,ALS,iPSMN
TRMT10B,0.315396194,0.032988327,ALS,iPSMN
AC093274.1,0.315443755,-0.258159663,ALS,iPSMN
CCDC93,0.31547531,-0.037515866,ALS,iPSMN
CMPK1,0.31550241,0.024598483,ALS,iPSMN
LINC01136,0.315541665,-0.159211288,ALS,iPSMN
CTAGE15,0.315545346,-0.43337139,ALS,iPSMN
STK4,0.31554938,0.025787059,ALS,iPSMN
AC104564.4,0.315561284,-0.279146316,ALS,iPSMN
AC008537.3,0.315570763,0.069410278,ALS,iPSMN
ATP10D,0.315572142,-0.076343036,ALS,iPSMN
SEPTIN10,0.315602184,0.063883293,ALS,iPSMN
AC073365.1,0.315607446,0.247571802,ALS,iPSMN
JAKMIP2-AS1,0.315722071,-0.283187432,ALS,iPSMN
AC009159.2,0.315776138,-0.136851686,ALS,iPSMN
AP000695.2,0.315779892,0.399476022,ALS,iPSMN
NARS1,0.315786415,0.030100413,ALS,iPSMN
RN7SL577P,0.315786866,-0.127933389,ALS,iPSMN
MAD2L1,0.315805168,-0.102076922,ALS,iPSMN
HBZ,0.315827732,0.163399742,ALS,iPSMN
FKBP9P1,0.315922863,0.114949096,ALS,iPSMN
SLC25A5,0.315932728,0.035915877,ALS,iPSMN
AC066613.1,0.315936568,-0.22868245,ALS,iPSMN
SLITRK4,0.315992742,0.199911127,ALS,iPSMN
AC107959.1,0.316005197,0.123453841,ALS,iPSMN
MKRN5P,0.316017062,-0.087430134,ALS,iPSMN
MLKL,0.316019141,0.193368193,ALS,iPSMN
FAM187B2P,0.316056763,-0.243368137,ALS,iPSMN
RPS6KB1,0.316184883,-0.031185412,ALS,iPSMN
PAQR5,0.316247065,0.132045474,ALS,iPSMN
AC093297.2,0.316247485,0.038214659,ALS,iPSMN
PIWIL1,0.316259336,0.299813627,ALS,iPSMN
TMTC2,0.31627015,-0.043448154,ALS,iPSMN
RRS1-AS1,0.316277187,-0.149313212,ALS,iPSMN
SNORD56,0.316305193,0.386659085,ALS,iPSMN
PRPSAP2,0.31636725,-0.025155602,ALS,iPSMN
FAM9B,0.316395964,-0.524398061,ALS,iPSMN
PPY,0.316422872,0.332585411,ALS,iPSMN
AC019257.1,0.316481909,-0.092330554,ALS,iPSMN
GIT1,0.316507089,-0.03242713,ALS,iPSMN
AL022724.3,0.316532903,0.248937645,ALS,iPSMN
AL442636.1,0.316546438,0.326674689,ALS,iPSMN
TPM1,0.316590972,0.068780931,ALS,iPSMN
POMT2,0.316679469,-0.035127567,ALS,iPSMN
NANS,0.316679573,0.036020539,ALS,iPSMN
SNORD13,0.316688495,0.169108081,ALS,iPSMN
HOOK2,0.31669268,-0.03959894,ALS,iPSMN
SMARCD1,0.31671869,0.022304314,ALS,iPSMN
AC009522.1,0.316736431,0.183683034,ALS,iPSMN
TANGO6,0.31675854,-0.037357481,ALS,iPSMN
HCG17,0.316794407,-0.07410375,ALS,iPSMN
ZNF570,0.316806747,0.033574639,ALS,iPSMN
MIB2,0.316870808,-0.042285377,ALS,iPSMN
ARL17B,0.316901351,0.067854576,ALS,iPSMN
SNORA9,0.316948514,0.218608631,ALS,iPSMN
USP2-AS1,0.316999601,-0.156280636,ALS,iPSMN
CDYL,0.317029762,0.044275477,ALS,iPSMN
ODF2L,0.317085154,-0.032804133,ALS,iPSMN
ZNF835,0.317095735,0.262896174,ALS,iPSMN
ATP6V0D1,0.317100949,-0.046070084,ALS,iPSMN
AL137247.2,0.317115811,0.604334201,ALS,iPSMN
ZDHHC6,0.317189591,-0.022074493,ALS,iPSMN
ARMCX4,0.317205,0.038520581,ALS,iPSMN
MAGOHB,0.317217125,0.034268044,ALS,iPSMN
MRPS18A,0.317312948,-0.032661266,ALS,iPSMN
RPL38,0.317319388,0.0422817,ALS,iPSMN
AL157938.1,0.317375082,-0.318436568,ALS,iPSMN
RPL7AP6,0.317423713,-0.070142371,ALS,iPSMN
AJ009632.2,0.317465148,0.219921301,ALS,iPSMN
ASRGL1,0.317514324,-0.032623024,ALS,iPSMN
CDC42,0.317517629,0.026535403,ALS,iPSMN
SCAI,0.317579561,0.034610785,ALS,iPSMN
NPB,0.317614031,-0.072106262,ALS,iPSMN
SSBP3,0.317619706,-0.02521332,ALS,iPSMN
AL031598.1,0.317678169,0.096793858,ALS,iPSMN
CTSZ,0.317698824,0.109782816,ALS,iPSMN
UBE2Q2,0.317753591,0.025188673,ALS,iPSMN
AL358075.1,0.31775365,-0.396498578,ALS,iPSMN
PRKG1-AS1,0.317793412,-0.135627867,ALS,iPSMN
AC110597.3,0.317845462,0.173302426,ALS,iPSMN
TRPC7-AS1,0.317867914,0.248134988,ALS,iPSMN
GOLGA8R,0.317892437,-0.171894039,ALS,iPSMN
AC005041.1,0.317896386,-0.106853501,ALS,iPSMN
LINC-ROR,0.317912432,0.274176556,ALS,iPSMN
GIMAP8,0.317915253,-0.239586956,ALS,iPSMN
ULK4P2,0.317916641,-0.23416314,ALS,iPSMN
EHD3,0.317924867,0.038120872,ALS,iPSMN
OR9R1P,0.317964306,-0.325564067,ALS,iPSMN
PJA1,0.318029931,0.036294164,ALS,iPSMN
HMCN1,0.318034271,-0.166633698,ALS,iPSMN
CYP2W1,0.318050622,0.219337131,ALS,iPSMN
AC026462.1,0.31806374,-0.221098761,ALS,iPSMN
NDFIP2,0.318136731,-0.047713909,ALS,iPSMN
AP005119.2,0.318165685,-0.339291681,ALS,iPSMN
AC008662.1,0.31818741,0.413233004,ALS,iPSMN
ZNF571,0.318201982,0.039071069,ALS,iPSMN
AC005695.1,0.318212104,0.090186167,ALS,iPSMN
SCARNA16,0.318339471,0.116581076,ALS,iPSMN
EP300,0.318347975,0.034803514,ALS,iPSMN
AC007423.1,0.31838027,0.321281676,ALS,iPSMN
CDC16,0.318490778,0.024205017,ALS,iPSMN
AL118505.1,0.318496452,-0.191282888,ALS,iPSMN
AL158070.1,0.318510896,0.265021213,ALS,iPSMN
WDR41,0.318591341,-0.02561785,ALS,iPSMN
HSPD1P5,0.318605612,0.278711513,ALS,iPSMN
CTAGE10P,0.318627918,-0.301752913,ALS,iPSMN
WASF3,0.318634631,-0.041086085,ALS,iPSMN
LINC02328,0.318649804,-0.194880705,ALS,iPSMN
AC068870.2,0.318706648,-0.08356781,ALS,iPSMN
KLF2,0.31872052,0.132362637,ALS,iPSMN
TNN,0.318725757,-0.184308513,ALS,iPSMN
KHDRBS1,0.318727712,-0.020651996,ALS,iPSMN
AL022344.1,0.318730723,-0.131734558,ALS,iPSMN
AC112656.1,0.318737223,-0.280903066,ALS,iPSMN
NCKAP1,0.318745144,-0.02312125,ALS,iPSMN
SUPT20H,0.31874873,0.02332175,ALS,iPSMN
LINC01937,0.318763258,-0.382983198,ALS,iPSMN
PKMP1,0.318786161,-0.30820977,ALS,iPSMN
AC074143.1,0.31879298,-0.074787703,ALS,iPSMN
PSTK,0.318837331,-0.028358643,ALS,iPSMN
RSAD1,0.31885158,0.045843166,ALS,iPSMN
U73023.1,0.318888251,0.23798866,ALS,iPSMN
GABARAPL2,0.318888647,0.025100716,ALS,iPSMN
DTL,0.318906254,-0.161436059,ALS,iPSMN
AL512353.3,0.318909904,-0.320055883,ALS,iPSMN
AL133461.1,0.318928046,0.275878791,ALS,iPSMN
KCNH5,0.318942411,0.093553775,ALS,iPSMN
AC011043.1,0.318945084,0.128448452,ALS,iPSMN
RTEL1-TNFRSF6B,0.318949128,-0.05618135,ALS,iPSMN
TMEM9B-AS1,0.318959188,-0.08138677,ALS,iPSMN
HMSD,0.319087521,-0.269462057,ALS,iPSMN
FOXD2-AS1,0.319099545,0.28989415,ALS,iPSMN
PSME2,0.319146796,-0.022672609,ALS,iPSMN
AC108210.1,0.31915238,0.170794184,ALS,iPSMN
LINC00620,0.319157146,0.209205367,ALS,iPSMN
MTCYBP3,0.319209095,0.254920424,ALS,iPSMN
REP15,0.319211613,-0.076732431,ALS,iPSMN
BMPR1B,0.319214079,-0.174146589,ALS,iPSMN
RPL7A,0.319219853,0.038891265,ALS,iPSMN
SLC45A4,0.319225863,0.035285294,ALS,iPSMN
PTMS,0.319250823,-0.03276845,ALS,iPSMN
LINC00534,0.319344845,-0.242548847,ALS,iPSMN
ARPIN-AP3S2,0.31935495,0.031055821,ALS,iPSMN
WDR63,0.319437627,0.130365428,ALS,iPSMN
COL24A1,0.319451561,-0.122341333,ALS,iPSMN
GNA15,0.319546255,0.278896838,ALS,iPSMN
GHRL,0.319552517,-0.210818194,ALS,iPSMN
CDK11B,0.319563704,-0.027962231,ALS,iPSMN
SCARNA13,0.319618041,0.079579012,ALS,iPSMN
ERCC6L,0.31962049,-0.160809188,ALS,iPSMN
N4BP1,0.319641485,0.024937895,ALS,iPSMN
ISLR,0.319713728,-0.293633937,ALS,iPSMN
AC113145.1,0.319722573,-0.331696861,ALS,iPSMN
TP53BP2,0.319767087,-0.046193425,ALS,iPSMN
ST7L,0.319786094,-0.028248635,ALS,iPSMN
SPATA31E3P,0.31982577,0.319714896,ALS,iPSMN
SIK1,0.319831869,0.150106031,ALS,iPSMN
UQCC3,0.319835056,-0.03275292,ALS,iPSMN
NCLN,0.319875926,-0.03878574,ALS,iPSMN
ALOX12P2,0.319914304,-0.301844388,ALS,iPSMN
AC027544.1,0.319990983,-0.102334412,ALS,iPSMN
AC051619.4,0.319993702,-0.181890298,ALS,iPSMN
XPO6,0.320010379,0.019673343,ALS,iPSMN
SLC35F1,0.320035513,-0.063603371,ALS,iPSMN
AL512356.5,0.320042572,-0.440666279,ALS,iPSMN
AC011445.2,0.320042963,-0.105528193,ALS,iPSMN
LINC01929,0.320100851,-0.423124942,ALS,iPSMN
NAA30,0.320114565,0.026639297,ALS,iPSMN
GREB1L,0.3202624,-0.050866027,ALS,iPSMN
LAPTM5,0.320267869,-0.1215399,ALS,iPSMN
SWAP70,0.320341061,0.042951061,ALS,iPSMN
AC118754.2,0.320384018,-0.256329231,ALS,iPSMN
HRCT1,0.320468636,0.196184476,ALS,iPSMN
RPLP1P6,0.320568524,0.098206997,ALS,iPSMN
ALS2,0.320613476,0.021551006,ALS,iPSMN
AC026770.1,0.320657011,-0.081317069,ALS,iPSMN
TRIM49D2,0.320665636,-0.613541169,ALS,iPSMN
SFMBT1,0.320669349,0.037857108,ALS,iPSMN
INSIG1,0.320704745,0.076467831,ALS,iPSMN
RBMXP4,0.320746747,-0.096206951,ALS,iPSMN
BAZ2B,0.320760001,-0.032174677,ALS,iPSMN
TMEM215,0.320798747,-0.155596093,ALS,iPSMN
AC096649.2,0.320799089,0.236377499,ALS,iPSMN
FAM90A12P,0.320847085,0.310861633,ALS,iPSMN
ZDHHC7,0.320864205,0.023829764,ALS,iPSMN
AC116651.1,0.320957841,0.140293964,ALS,iPSMN
HOXB4,0.321018154,0.05105519,ALS,iPSMN
ADGRV1,0.32102843,-0.111258383,ALS,iPSMN
RPL17P36,0.321115219,-0.200136329,ALS,iPSMN
AL021546.1,0.321122665,0.190535561,ALS,iPSMN
SLC7A5P1,0.321136505,-0.064032358,ALS,iPSMN
GRASP,0.321171087,0.077292293,ALS,iPSMN
ZNF667,0.321200087,0.220765638,ALS,iPSMN
PSMA3,0.321310297,0.020972108,ALS,iPSMN
AL136441.1,0.321409153,0.268416676,ALS,iPSMN
IBA57-DT,0.321427953,0.106339577,ALS,iPSMN
Z99129.4,0.32147701,0.040453407,ALS,iPSMN
AC004771.3,0.321512794,0.121782019,ALS,iPSMN
MKRN4P,0.321576886,-0.283850854,ALS,iPSMN
LAMB3,0.321612963,-0.116648717,ALS,iPSMN
ASCC1,0.321646045,0.033051667,ALS,iPSMN
AC246785.3,0.321704109,0.123727549,ALS,iPSMN
AL121829.2,0.321716036,0.187584828,ALS,iPSMN
CREG1,0.32178774,0.037371534,ALS,iPSMN
RBMX,0.321788592,-0.028001553,ALS,iPSMN
GAPDHP52,0.321901857,-0.216968756,ALS,iPSMN
KLHL12,0.32191943,0.022220122,ALS,iPSMN
AC024580.3,0.321925855,-0.33580532,ALS,iPSMN
PMPCA,0.32192725,-0.022516353,ALS,iPSMN
ZNRD1ASP,0.321953271,0.033662539,ALS,iPSMN
ETV7,0.322005968,0.17350468,ALS,iPSMN
Z95114.4,0.322008173,0.310625053,ALS,iPSMN
HSD17B13,0.322027673,0.118614909,ALS,iPSMN
TNPO1P3,0.322066803,-0.250390314,ALS,iPSMN
ATP1A2,0.322126494,-0.225031513,ALS,iPSMN
PPP2R3C,0.322139729,0.028056991,ALS,iPSMN
ZFP41,0.322198325,-0.037732202,ALS,iPSMN
PRRG4,0.322212258,-0.169534249,ALS,iPSMN
ZNF287,0.322226896,-0.038091774,ALS,iPSMN
SS18L1,0.322302586,-0.029304257,ALS,iPSMN
AC093890.2,0.322397162,0.260814838,ALS,iPSMN
AC025682.2,0.322431629,-0.131606496,ALS,iPSMN
AC005332.1,0.322444782,0.065195498,ALS,iPSMN
CTBP1-AS,0.322454736,0.119551109,ALS,iPSMN
SRP14P3,0.322492128,-0.139787993,ALS,iPSMN
HS6ST1P1,0.322508232,-0.103556749,ALS,iPSMN
ID4,0.322531696,-0.056572919,ALS,iPSMN
AL117342.1,0.322571728,0.112323736,ALS,iPSMN
AL365295.1,0.322621285,-0.116615706,ALS,iPSMN
AC125618.2,0.322621721,-0.237231905,ALS,iPSMN
PICK1,0.322628852,-0.037619835,ALS,iPSMN
AC015813.1,0.322666139,0.051769532,ALS,iPSMN
CIAO3,0.322729038,-0.049463619,ALS,iPSMN
SYTL3,0.322779233,-0.055150903,ALS,iPSMN
FAM199X,0.322792313,-0.037428976,ALS,iPSMN
AKR1B1P1,0.322899424,0.161784939,ALS,iPSMN
RPL35A,0.322904686,0.042719552,ALS,iPSMN
AC105101.1,0.322910028,-0.152473187,ALS,iPSMN
AC133065.2,0.322918529,0.215614974,ALS,iPSMN
SDCBPP2,0.322959458,0.278282831,ALS,iPSMN
AC095060.1,0.322961198,-0.254164605,ALS,iPSMN
VPS33B,0.322964714,0.030437854,ALS,iPSMN
MAPRE1P3,0.322965365,-0.153825964,ALS,iPSMN
CHAF1B,0.322981894,-0.066015401,ALS,iPSMN
SAXO2,0.322987752,-0.087488508,ALS,iPSMN
FAM83F,0.323025829,-0.163912496,ALS,iPSMN
AC245052.3,0.323066777,-0.167849715,ALS,iPSMN
CLIC5,0.323140725,-0.158265967,ALS,iPSMN
AL031773.1,0.323156382,-0.156595854,ALS,iPSMN
AC244502.1,0.323233192,0.295214791,ALS,iPSMN
AC105339.3,0.323262092,-0.299098368,ALS,iPSMN
LEO1,0.32326754,0.022169364,ALS,iPSMN
NCK2,0.323288298,-0.020423298,ALS,iPSMN
RN7SL284P,0.32331471,-0.186775888,ALS,iPSMN
MSL2,0.323343959,0.028689195,ALS,iPSMN
LINC01159,0.323349982,-0.201665607,ALS,iPSMN
TRIM53CP,0.323415779,-0.552149314,ALS,iPSMN
HBEGF,0.323419342,0.067392175,ALS,iPSMN
AL139351.3,0.323420363,0.181701128,ALS,iPSMN
ARL3,0.323473176,-0.021884944,ALS,iPSMN
ANKS3,0.323546318,-0.030271206,ALS,iPSMN
AC131238.1,0.323599833,0.127548223,ALS,iPSMN
AC084357.3,0.323618685,-0.282093397,ALS,iPSMN
RPL35P3,0.323627247,-0.154982157,ALS,iPSMN
C3orf80,0.323646692,0.07236921,ALS,iPSMN
AC009879.3,0.323697892,0.161484029,ALS,iPSMN
HMCN2,0.323727577,-0.104751436,ALS,iPSMN
AL158011.2,0.323752195,-0.525680289,ALS,iPSMN
AC063949.2,0.32379418,-0.277965854,ALS,iPSMN
PTPMT1,0.323829968,-0.055368806,ALS,iPSMN
AC079228.1,0.32392273,-0.165377931,ALS,iPSMN
PAN3-AS1,0.323954019,-0.041141379,ALS,iPSMN
HNRNPA1P72,0.323997294,-0.343245022,ALS,iPSMN
RLN1,0.3239997,-0.135859977,ALS,iPSMN
AC008537.4,0.324096849,0.245417112,ALS,iPSMN
LPIN2,0.324108826,-0.036310897,ALS,iPSMN
AC009509.2,0.324134786,0.47470401,ALS,iPSMN
LPA,0.324143409,0.134588589,ALS,iPSMN
MTX2,0.324158099,0.029973154,ALS,iPSMN
HSPA6,0.324183084,0.169630805,ALS,iPSMN
ATP1B2,0.324217692,-0.064614995,ALS,iPSMN
AC008781.2,0.324276259,-0.193002605,ALS,iPSMN
LINC01128,0.324276353,-0.041041371,ALS,iPSMN
ENPP7P12,0.324280959,-0.284972086,ALS,iPSMN
NT5C3B,0.324284265,-0.024833717,ALS,iPSMN
PEG10,0.324290951,-0.052044535,ALS,iPSMN
CYP27B1,0.324295921,-0.08656536,ALS,iPSMN
AC003080.1,0.324299081,-0.101573172,ALS,iPSMN
A2ML1,0.324308388,-0.257938967,ALS,iPSMN
AL035413.2,0.324326879,-0.250578459,ALS,iPSMN
BORCS8-MEF2B,0.324330957,0.125117499,ALS,iPSMN
AL035420.1,0.324334785,0.250074233,ALS,iPSMN
TMEM186,0.324357549,-0.027172307,ALS,iPSMN
DVL2,0.324374259,-0.03518022,ALS,iPSMN
AC007686.1,0.324376217,0.411699895,ALS,iPSMN
MFN2,0.324382104,-0.025857779,ALS,iPSMN
TMEM62,0.324436419,-0.032964314,ALS,iPSMN
KCND3,0.324448536,-0.061218836,ALS,iPSMN
KCNC1,0.324448968,0.050475618,ALS,iPSMN
AL161945.1,0.324527322,-0.358194346,ALS,iPSMN
MRPL12,0.32454127,-0.040275145,ALS,iPSMN
RERG,0.324584809,-0.18977626,ALS,iPSMN
AL669818.1,0.324590095,0.127785557,ALS,iPSMN
NPEPL1,0.32463193,-0.058325752,ALS,iPSMN
AL138899.1,0.324705431,-0.389808531,ALS,iPSMN
FBXO2,0.324742188,0.062324397,ALS,iPSMN
PABPC1P8,0.32481444,-0.362502573,ALS,iPSMN
SNORA40B,0.324869567,0.241360815,ALS,iPSMN
AL139353.3,0.324874638,-0.368859825,ALS,iPSMN
ZSCAN30,0.324885071,0.029560854,ALS,iPSMN
KCNK9,0.324892751,-0.15050757,ALS,iPSMN
ZNF639,0.324940337,0.023000724,ALS,iPSMN
AL391261.4,0.324953451,-0.375860685,ALS,iPSMN
LINC01968,0.324979314,-0.279873324,ALS,iPSMN
ATP5PO,0.324999584,0.024088386,ALS,iPSMN
NME4,0.325021333,-0.050615583,ALS,iPSMN
NANOS3,0.325054137,-0.05748468,ALS,iPSMN
OIP5-AS1,0.325119062,0.033108229,ALS,iPSMN
KIF21B,0.325212011,-0.050479478,ALS,iPSMN
IRAK1BP1,0.325240694,-0.041403098,ALS,iPSMN
EIF2AK3-DT,0.325255992,0.04662944,ALS,iPSMN
C1QTNF5,0.325270742,0.140651478,ALS,iPSMN
FLRT2,0.325284015,0.0997392,ALS,iPSMN
PBDC1,0.325302872,0.027255507,ALS,iPSMN
DDX51,0.325476937,-0.033712301,ALS,iPSMN
AC107956.1,0.325509992,-0.128783284,ALS,iPSMN
AC007336.3,0.32551781,0.129899926,ALS,iPSMN
PARP9,0.325532399,-0.159252977,ALS,iPSMN
EXD2,0.325584168,0.023282972,ALS,iPSMN
AC079790.2,0.325636334,0.204632251,ALS,iPSMN
TMEM168,0.325638881,-0.041949623,ALS,iPSMN
AP005717.2,0.325775537,0.148904475,ALS,iPSMN
EDA,0.32578085,-0.056681438,ALS,iPSMN
AC079305.2,0.325813512,-0.132838046,ALS,iPSMN
AC020909.2,0.325818851,-0.517204007,ALS,iPSMN
INSYN1,0.325842117,-0.049751923,ALS,iPSMN
FTO,0.325876319,0.029854393,ALS,iPSMN
LINC02259,0.325904427,-0.314790165,ALS,iPSMN
SEPTIN14P4,0.325944589,-0.209194635,ALS,iPSMN
MAN1B1,0.32594857,0.022739553,ALS,iPSMN
RBM11,0.325979362,0.071904197,ALS,iPSMN
CPNE6,0.325984702,-0.131188475,ALS,iPSMN
AL031777.1,0.326052596,-0.139001481,ALS,iPSMN
NCR3,0.326116478,-0.244218372,ALS,iPSMN
CNTNAP3C,0.326129911,-0.116266328,ALS,iPSMN
ITFG2-AS1,0.326133622,0.256118473,ALS,iPSMN
AC138951.1,0.326137119,-0.323744289,ALS,iPSMN
PDZPH1P,0.326156079,0.304325787,ALS,iPSMN
USB1,0.326160369,0.036789949,ALS,iPSMN
GATA6,0.326167216,-0.184697474,ALS,iPSMN
ZDHHC4,0.326181946,-0.034412587,ALS,iPSMN
ALX1,0.326263518,-0.229422166,ALS,iPSMN
AL359736.1,0.326369787,-0.080913926,ALS,iPSMN
RN7SL856P,0.32638377,0.199786145,ALS,iPSMN
EMC1,0.326386746,-0.021861411,ALS,iPSMN
H2AC17,0.326394713,-0.104482012,ALS,iPSMN
CBX3P4,0.326531423,0.104782112,ALS,iPSMN
VKORC1,0.326559193,0.036939152,ALS,iPSMN
RAB12,0.326594645,0.020856664,ALS,iPSMN
BX322562.1,0.326614556,-0.101127968,ALS,iPSMN
TCF7L1-IT1,0.3266459,-0.467817893,ALS,iPSMN
ALG1L,0.326649397,-0.131446434,ALS,iPSMN
CERT1,0.326706477,-0.029287945,ALS,iPSMN
LRRD1,0.326712254,0.074747203,ALS,iPSMN
DDX39A,0.326761576,-0.034204499,ALS,iPSMN
SYN3,0.326795694,-0.068130922,ALS,iPSMN
RPL23AP65,0.326886273,-0.205127629,ALS,iPSMN
LINC01605,0.326889231,0.180411268,ALS,iPSMN
EIF4BP7,0.326911079,0.082011096,ALS,iPSMN
SHISA5,0.326936844,0.033780103,ALS,iPSMN
LINC02838,0.326959364,0.418107293,ALS,iPSMN
CHERP,0.326978313,0.039396141,ALS,iPSMN
AC074138.1,0.326986561,0.053562566,ALS,iPSMN
MIMT1,0.327000805,1.305010219,ALS,iPSMN
ANXA13,0.327022629,-0.259469311,ALS,iPSMN
SETSIP,0.327100037,-0.17021141,ALS,iPSMN
AC068946.2,0.327136697,-0.061162045,ALS,iPSMN
LINC01578,0.327174989,0.029045519,ALS,iPSMN
AC103564.2,0.327213999,-0.362127743,ALS,iPSMN
AC106795.5,0.327252932,0.267838355,ALS,iPSMN
C6orf47,0.327296299,-0.0277451,ALS,iPSMN
RRAGC,0.327346029,0.041107492,ALS,iPSMN
PCYOX1,0.327396269,-0.025799365,ALS,iPSMN
LINC02367,0.327401657,-0.183645798,ALS,iPSMN
AC011498.1,0.32744721,0.142002064,ALS,iPSMN
AP000866.1,0.32746751,-0.038582184,ALS,iPSMN
KLHL6,0.32751367,0.149220218,ALS,iPSMN
SCML2,0.327538918,0.048998159,ALS,iPSMN
LYPLA1,0.327553339,0.029474283,ALS,iPSMN
AC020661.4,0.327603419,0.092201842,ALS,iPSMN
STK25,0.327677555,-0.022535302,ALS,iPSMN
CYB5D1,0.327710867,0.042544474,ALS,iPSMN
RPL18,0.327751818,0.043617421,ALS,iPSMN
BUD13,0.327752245,0.02768293,ALS,iPSMN
RPS7,0.327880811,0.046299062,ALS,iPSMN
AL139260.2,0.327884328,0.709607162,ALS,iPSMN
LINC02274,0.327918383,-0.32873142,ALS,iPSMN
AC011468.2,0.327973589,-0.194465089,ALS,iPSMN
TADA3,0.328031478,-0.027853522,ALS,iPSMN
AC118758.3,0.328077678,0.200841913,ALS,iPSMN
FAM223B,0.328105735,0.224708609,ALS,iPSMN
LAMA5,0.328188615,0.06495126,ALS,iPSMN
SPG11,0.328193954,0.025365082,ALS,iPSMN
RPL23P2,0.328220844,0.060191346,ALS,iPSMN
PIGM,0.328236606,-0.045877704,ALS,iPSMN
GOLPH3,0.328254432,0.023597671,ALS,iPSMN
SRSF4,0.328319381,0.026513004,ALS,iPSMN
AL589645.1,0.328321115,0.212071144,ALS,iPSMN
BLZF2P,0.328323263,0.183605565,ALS,iPSMN
PNMA3,0.32835143,0.05344891,ALS,iPSMN
GOLGA8T,0.328395175,-0.291779854,ALS,iPSMN
FOXP1,0.328442033,0.057897259,ALS,iPSMN
KMT5AP1,0.32844862,0.169308428,ALS,iPSMN
CTCFL,0.32854549,-0.219403039,ALS,iPSMN
AL139398.1,0.328622615,-0.13351744,ALS,iPSMN
HNRNPK,0.328667993,-0.017077202,ALS,iPSMN
GOLGA6L9,0.328715947,-0.051538055,ALS,iPSMN
AC015849.6,0.328787794,-0.312076699,ALS,iPSMN
AL139130.1,0.328797098,0.195080581,ALS,iPSMN
ZIM2,0.32880908,1.341997817,ALS,iPSMN
KCNMA1,0.328826117,-0.053971042,ALS,iPSMN
RPL23AP64,0.328848124,-0.327724549,ALS,iPSMN
RRN3P3,0.328851964,-0.062783386,ALS,iPSMN
GNL3L,0.328889248,-0.036458138,ALS,iPSMN
NAPSA,0.328922101,0.121990574,ALS,iPSMN
ATP6V0E2,0.328959821,-0.045881927,ALS,iPSMN
SMTNL1,0.328966519,-0.230515013,ALS,iPSMN
IL18BP,0.328974761,0.047201367,ALS,iPSMN
AC126283.1,0.328988979,-0.112197407,ALS,iPSMN
CNTLN,0.329087158,-0.067827811,ALS,iPSMN
AC084757.2,0.329102984,-0.381039871,ALS,iPSMN
PPP1R12A,0.329106458,0.027365666,ALS,iPSMN
