gene_name,pvalue,log2FoldChange,disease,cell_type
AC022506.2,0.939435535,0.008158821,ALS,iPSMN
AL079301.1,0.939438346,-0.005951062,ALS,iPSMN
TRIM7,0.939469296,0.007476512,ALS,iPSMN
GPR179,0.939474499,-0.008124648,ALS,iPSMN
AL162233.1,0.939520602,-0.12596155,ALS,iPSMN
UBA52P8,0.939523386,0.029092441,ALS,iPSMN
KRT8P51,0.939537769,-0.130640184,ALS,iPSMN
DUXAP9,0.939558542,-0.043046837,ALS,iPSMN
GAS1,0.939569191,0.007518858,ALS,iPSMN
RPS27AP19,0.939569893,-0.146677364,ALS,iPSMN
AC004696.2,0.93957848,-0.163162525,ALS,iPSMN
AC002347.1,0.939581542,-0.013822194,ALS,iPSMN
LINC01646,0.939590299,-0.064475951,ALS,iPSMN
TTC3P1,0.939617693,0.006257219,ALS,iPSMN
OR52A1,0.939631169,-0.047580115,ALS,iPSMN
AL359436.1,0.939649169,-0.083008999,ALS,iPSMN
AL162493.1,0.939649819,-0.046579002,ALS,iPSMN
AL137060.6,0.939653714,-0.106332384,ALS,iPSMN
RPS3AP54,0.939692183,0.017815008,ALS,iPSMN
LINC01696,0.939696046,-0.10193956,ALS,iPSMN
AP000892.2,0.939710856,-0.136474174,ALS,iPSMN
TMEM106B,0.939721702,0.002925884,ALS,iPSMN
AC027682.2,0.939730993,-0.033721091,ALS,iPSMN
FO393409.1,0.939744736,-0.166864246,ALS,iPSMN
MRPL50P4,0.939784828,-0.101847033,ALS,iPSMN
CU638689.4,0.939797936,-0.010233669,ALS,iPSMN
PSMB11,0.939819059,-0.028143775,ALS,iPSMN
DST-AS1,0.939854531,-0.006751642,ALS,iPSMN
P2RY13,0.939865577,-0.072307698,ALS,iPSMN
MRPL37,0.939867246,-0.001654681,ALS,iPSMN
PRKAG1,0.939867788,-0.001548708,ALS,iPSMN
RPS15AP16,0.939888881,-0.14376623,ALS,iPSMN
AC006466.1,0.939900666,-0.142554123,ALS,iPSMN
AC073911.1,0.939905735,-0.026234329,ALS,iPSMN
KCND3-AS1,0.939912855,-0.130036626,ALS,iPSMN
AC098588.1,0.939914406,-0.033154478,ALS,iPSMN
AC135068.3,0.939915087,0.095131088,ALS,iPSMN
LINC01960,0.939916354,0.054518555,ALS,iPSMN
ENOPH1,0.939944654,-0.001883689,ALS,iPSMN
AC022140.2,0.939947446,-0.062589073,ALS,iPSMN
KLK7,0.939948451,0.050706084,ALS,iPSMN
FDXACB1,0.939957515,0.002520911,ALS,iPSMN
KRT39,0.939966078,-0.145526289,ALS,iPSMN
AC115223.1,0.939967367,0.005695134,ALS,iPSMN
AL132633.1,0.939967537,0.016435128,ALS,iPSMN
FPR3,0.939987295,0.062053731,ALS,iPSMN
RN7SL745P,0.940001394,0.027729286,ALS,iPSMN
AC000120.3,0.94000228,0.019883769,ALS,iPSMN
AC138649.3,0.940008143,0.065181232,ALS,iPSMN
AC091153.4,0.940014978,-0.077427381,ALS,iPSMN
AC116348.4,0.940017075,-0.209745781,ALS,iPSMN
MTND1P34,0.94002338,0.050285482,ALS,iPSMN
AP001107.6,0.940028568,-0.154841001,ALS,iPSMN
AC006947.1,0.940030382,-0.069890639,ALS,iPSMN
HNRNPA3P15,0.940030587,0.068965642,ALS,iPSMN
LINC01067,0.940033511,-0.087490579,ALS,iPSMN
FCGR2A,0.940058243,0.020255714,ALS,iPSMN
RBMXP1,0.940060359,-0.128961914,ALS,iPSMN
SALL4P1,0.940062617,-0.073831339,ALS,iPSMN
HS3ST3A1,0.940069723,-0.006844743,ALS,iPSMN
GALNT13,0.940098195,-0.004219612,ALS,iPSMN
AC135050.3,0.940099668,0.007535998,ALS,iPSMN
MTRNR2L7,0.940100758,-0.137869159,ALS,iPSMN
AC013265.1,0.940111843,-0.118950046,ALS,iPSMN
AC074051.1,0.940129826,-0.01067578,ALS,iPSMN
AC073941.1,0.940131353,-0.028950035,ALS,iPSMN
AL133467.2,0.940132975,-0.101066166,ALS,iPSMN
AC011676.2,0.940150468,0.049988492,ALS,iPSMN
AL356235.1,0.940157368,-0.0070524,ALS,iPSMN
MTX1P1,0.94019298,0.066054606,ALS,iPSMN
AC010333.3,0.940198362,-0.024307919,ALS,iPSMN
AL035446.2,0.940231275,-0.108624458,ALS,iPSMN
FAM193A,0.940271472,0.001802807,ALS,iPSMN
NOP56P2,0.940283263,-0.063502672,ALS,iPSMN
PRMT3,0.940283462,0.002196922,ALS,iPSMN
LINC02316,0.940291676,-0.227055856,ALS,iPSMN
AC008738.4,0.940321928,0.020111397,ALS,iPSMN
SERPIND1,0.940322813,-0.034671995,ALS,iPSMN
DSG4,0.940325453,-0.093986083,ALS,iPSMN
AC087190.1,0.94038448,0.01297319,ALS,iPSMN
AL445231.1,0.940394174,-0.017511818,ALS,iPSMN
LINC02648,0.940397837,0.0425131,ALS,iPSMN
ACSS1,0.94043312,-0.011054925,ALS,iPSMN
AC034232.2,0.94043559,0.03602624,ALS,iPSMN
TSKU,0.940435833,-0.004517103,ALS,iPSMN
AL133334.1,0.940446468,-0.060606282,ALS,iPSMN
AC005544.2,0.940470484,-0.064738746,ALS,iPSMN
BX072579.2,0.940493262,-0.107976016,ALS,iPSMN
PTER,0.94049741,-0.01187545,ALS,iPSMN
AC022325.2,0.940507991,0.087664124,ALS,iPSMN
AC100810.7,0.940509483,-0.145630757,ALS,iPSMN
AC016722.1,0.940549297,-0.019485002,ALS,iPSMN
RWDD2A,0.940549725,-0.001803877,ALS,iPSMN
HMGB1P8,0.940555912,-0.014916754,ALS,iPSMN
DCAF8,0.940556091,0.002177018,ALS,iPSMN
RPS26P2,0.940603553,-0.203266777,ALS,iPSMN
AL031597.1,0.940614667,0.047797578,ALS,iPSMN
AC090373.1,0.94061923,-0.008832076,ALS,iPSMN
AC006548.1,0.940629201,-0.091347199,ALS,iPSMN
POU3F4,0.940631393,-0.014363386,ALS,iPSMN
AL022316.1,0.940639344,0.040687641,ALS,iPSMN
AC093214.1,0.940652375,0.029055773,ALS,iPSMN
AC007952.7,0.940661968,0.026347993,ALS,iPSMN
AL049794.2,0.940663625,0.044500997,ALS,iPSMN
IGKV1OR10-1,0.940664721,-0.103215721,ALS,iPSMN
AC007271.1,0.940666905,-0.108439143,ALS,iPSMN
SLC4A9,0.940688401,-0.01202309,ALS,iPSMN
AC087341.1,0.940705994,-0.135949292,ALS,iPSMN
ANKRD62,0.940734022,0.023586123,ALS,iPSMN
AC120057.4,0.940752435,-0.028471359,ALS,iPSMN
AL023881.1,0.940759562,-0.014377665,ALS,iPSMN
AL031275.1,0.940778528,-0.136159616,ALS,iPSMN
PPIAP75,0.940781483,-0.0842243,ALS,iPSMN
OR1A2,0.940781872,-0.27136261,ALS,iPSMN
AC108039.1,0.940794453,0.067221267,ALS,iPSMN
AC108868.2,0.940796746,-0.271293989,ALS,iPSMN
NDUFS5P3,0.940797904,-0.056961269,ALS,iPSMN
ZNF197-AS1,0.940806068,0.007208282,ALS,iPSMN
ZNF180,0.940809318,0.002277616,ALS,iPSMN
SSTR3,0.940814382,-0.008495245,ALS,iPSMN
PTCRA,0.940830515,0.055997039,ALS,iPSMN
PPP1R14BP2,0.940838554,-0.111777026,ALS,iPSMN
BX119917.1,0.94085272,-0.067700957,ALS,iPSMN
SNORD115-3,0.94085369,0.123924293,ALS,iPSMN
LYPD8,0.9408855,-0.14443354,ALS,iPSMN
AC245041.1,0.940890188,0.027153335,ALS,iPSMN
AC116903.2,0.940908754,-0.036783629,ALS,iPSMN
AP000808.1,0.940918161,-0.12620431,ALS,iPSMN
AC008938.1,0.940935701,-0.083619319,ALS,iPSMN
GOLGA6C,0.940936299,-0.027379774,ALS,iPSMN
AC009117.1,0.940944158,-0.249389316,ALS,iPSMN
AL160163.1,0.940944742,-0.187959692,ALS,iPSMN
AC074029.1,0.940956874,-0.107526987,ALS,iPSMN
TSKS,0.941008981,-0.024381171,ALS,iPSMN
STK24P1,0.941015085,-0.060475703,ALS,iPSMN
AL591222.2,0.941019835,0.037714802,ALS,iPSMN
OR51B4,0.941023403,-0.015726999,ALS,iPSMN
OR5P3,0.941027654,0.040608983,ALS,iPSMN
RAB3IP,0.941032884,0.002984504,ALS,iPSMN
PRPF38AP2,0.941039379,-0.070479489,ALS,iPSMN
RN7SL19P,0.9410544,0.071835808,ALS,iPSMN
AC138035.3,0.941061853,-0.050763904,ALS,iPSMN
AC068631.4,0.94106922,-0.008545526,ALS,iPSMN
MACROD2-IT1,0.941077973,0.01759195,ALS,iPSMN
LINC01848,0.941103083,-0.044276303,ALS,iPSMN
KCTD12,0.941108249,-0.010019051,ALS,iPSMN
AC079910.1,0.941125167,-0.026992011,ALS,iPSMN
AL353807.4,0.94117379,-0.111160707,ALS,iPSMN
ADIPOQ-AS1,0.941193578,-0.135398218,ALS,iPSMN
AC023271.2,0.941210722,0.079046869,ALS,iPSMN
AC245100.2,0.94122418,0.014772428,ALS,iPSMN
AC104771.1,0.941224193,0.083159522,ALS,iPSMN
UGT1A10,0.941229084,-0.248303455,ALS,iPSMN
COL4A2-AS1,0.941292251,0.151146975,ALS,iPSMN
RNU6-11P,0.941298815,-0.040061331,ALS,iPSMN
NPY4R2,0.941308685,-0.01715108,ALS,iPSMN
AL158071.1,0.941317358,0.090299576,ALS,iPSMN
KRTAP5-10,0.941328143,0.019167122,ALS,iPSMN
AC091925.2,0.941367335,0.025047029,ALS,iPSMN
NLGN1-AS1,0.941407829,-0.148860315,ALS,iPSMN
AC009158.1,0.941409002,-0.051933173,ALS,iPSMN
AC105460.1,0.941418796,-0.229804123,ALS,iPSMN
DNMT3L-AS1,0.941421442,-0.085793124,ALS,iPSMN
AL033538.1,0.941423642,-0.14813112,ALS,iPSMN
AC022486.1,0.941434681,0.149550264,ALS,iPSMN
AC012501.2,0.941463492,-0.050771534,ALS,iPSMN
AC012464.3,0.941476435,0.011517627,ALS,iPSMN
AC069439.2,0.941480517,0.073785162,ALS,iPSMN
PRDM13,0.941486949,0.016728691,ALS,iPSMN
AC074141.1,0.94148954,0.004097652,ALS,iPSMN
AL360015.1,0.941492015,-0.095545457,ALS,iPSMN
TEX13C,0.941496047,0.014392715,ALS,iPSMN
AP001150.1,0.941498948,-0.268053283,ALS,iPSMN
TEX48,0.941504345,0.122144469,ALS,iPSMN
AC091042.1,0.941504955,0.071369539,ALS,iPSMN
TAF4,0.941514393,-0.002772851,ALS,iPSMN
NF1P6,0.941519844,0.267937573,ALS,iPSMN
HOXB8,0.941537055,-0.007394118,ALS,iPSMN
AL137139.3,0.941542683,-0.162501469,ALS,iPSMN
UNC93B6,0.941552308,0.027817417,ALS,iPSMN
SULT1A3,0.94155286,0.00600994,ALS,iPSMN
AC006059.4,0.941556233,-0.089734103,ALS,iPSMN
AC022973.2,0.941568419,-0.191459998,ALS,iPSMN
AC073611.1,0.941579468,0.010638347,ALS,iPSMN
AC114730.2,0.941601898,-0.075844886,ALS,iPSMN
AL627232.1,0.941616509,0.062989134,ALS,iPSMN
AP000648.2,0.941616974,0.127746369,ALS,iPSMN
AC008269.2,0.941617183,0.051196486,ALS,iPSMN
AL133477.2,0.941634038,-0.005193158,ALS,iPSMN
LINC01606,0.941635493,0.037378834,ALS,iPSMN
AC116361.1,0.941638832,0.068252944,ALS,iPSMN
PPP1R3D,0.941644387,0.004374693,ALS,iPSMN
AC122694.1,0.941649743,-0.120198714,ALS,iPSMN
LINC01115,0.941650857,0.038511813,ALS,iPSMN
AC126124.1,0.941687554,0.159486236,ALS,iPSMN
LINC00563,0.941697852,-0.077939422,ALS,iPSMN
AC068299.2,0.941708913,-0.106730236,ALS,iPSMN
KIAA1522,0.941738562,-0.002668948,ALS,iPSMN
RPS21P4,0.941747866,0.054155364,ALS,iPSMN
ARHGAP27,0.941759394,-0.005212127,ALS,iPSMN
HLA-DMA,0.941793262,-0.007776993,ALS,iPSMN
PLCE1-AS2,0.941794677,0.066068649,ALS,iPSMN
CARS1P1,0.941809797,-0.266643771,ALS,iPSMN
AL031432.3,0.941812609,0.007359926,ALS,iPSMN
AC012676.1,0.941816386,0.006629067,ALS,iPSMN
AC012629.4,0.941842962,-0.160989001,ALS,iPSMN
AL353752.2,0.941859323,-0.172690753,ALS,iPSMN
LINC00869,0.941866606,-0.002744645,ALS,iPSMN
HOXA11,0.941873855,-0.058221963,ALS,iPSMN
LINC01812,0.941884679,-0.067463678,ALS,iPSMN
RPL21P43,0.941888269,-0.101148107,ALS,iPSMN
CLCA4,0.941897254,-0.146138494,ALS,iPSMN
TAAR9,0.941923049,-0.172315061,ALS,iPSMN
RPL26P3,0.941942356,-0.266035274,ALS,iPSMN
AC010969.1,0.941957615,-0.089011565,ALS,iPSMN
SNORD116-10,0.941978424,-0.201952335,ALS,iPSMN
AC068286.1,0.941995127,-0.082462086,ALS,iPSMN
AL355773.1,0.941997437,-0.090927723,ALS,iPSMN
AC013439.2,0.942004705,-0.048307953,ALS,iPSMN
FAM110D,0.942006425,-0.005426899,ALS,iPSMN
AL356356.2,0.942021805,0.083923925,ALS,iPSMN
PRKAR2A-AS1,0.942038703,-0.005451837,ALS,iPSMN
AC243960.2,0.942043545,-0.011634572,ALS,iPSMN
AC108734.1,0.942054407,-0.197916113,ALS,iPSMN
AF186192.3,0.942065777,0.017444192,ALS,iPSMN
FO393418.1,0.942067094,0.008728691,ALS,iPSMN
AC093671.1,0.942069506,0.032742784,ALS,iPSMN
AL161793.1,0.942069909,-0.083492187,ALS,iPSMN
RNA5SP340,0.942079272,-0.109595847,ALS,iPSMN
ASB16-AS1,0.942091455,-0.002923247,ALS,iPSMN
CGB3,0.942103503,-0.197566033,ALS,iPSMN
AL021578.1,0.942112791,-0.019988967,ALS,iPSMN
TMEM211,0.942117741,0.039407562,ALS,iPSMN
AP006259.1,0.942141895,0.010167751,ALS,iPSMN
BX571818.1,0.942148578,-0.027418193,ALS,iPSMN
GABRG3-AS1,0.942152704,-0.083217641,ALS,iPSMN
AC121334.3,0.942156619,0.075876821,ALS,iPSMN
NRTN,0.942194361,0.010513908,ALS,iPSMN
AC012560.2,0.94219546,-0.027180869,ALS,iPSMN
EEF1GP8,0.942201771,-0.112974241,ALS,iPSMN
RN7SKP287,0.94224561,-0.122364909,ALS,iPSMN
CSTF3-DT,0.94224597,-0.00990294,ALS,iPSMN
FAM138E,0.942261975,-0.172769246,ALS,iPSMN
GYG2P1,0.942266129,0.008038839,ALS,iPSMN
DLST,0.942272127,-0.001146693,ALS,iPSMN
AL450998.3,0.942290737,0.052547811,ALS,iPSMN
AP3B2,0.942298187,-0.003254111,ALS,iPSMN
FLYWCH1,0.942326779,0.003192888,ALS,iPSMN
LINC00538,0.942347232,0.010676815,ALS,iPSMN
TULP3,0.942370903,0.002994226,ALS,iPSMN
PHACTR2-AS1,0.942373311,0.124466074,ALS,iPSMN
AL807761.4,0.942377984,0.037433934,ALS,iPSMN
SUGT1P4,0.942388092,-0.096010196,ALS,iPSMN
AC005040.1,0.942395633,0.114928433,ALS,iPSMN
OR11G2,0.942401643,-0.057338704,ALS,iPSMN
LINC01609,0.942418232,0.054001275,ALS,iPSMN
AP000944.3,0.942434521,-0.083566844,ALS,iPSMN
AC091885.2,0.942436927,-0.128783154,ALS,iPSMN
AC108734.4,0.942449107,-0.179592713,ALS,iPSMN
RHEX,0.942457602,0.10517666,ALS,iPSMN
AC015674.1,0.942461681,-0.042054788,ALS,iPSMN
ADA,0.942466224,-0.007771966,ALS,iPSMN
AC012358.1,0.942468116,-0.006981341,ALS,iPSMN
AC112191.1,0.94248426,-0.108467647,ALS,iPSMN
AL135744.1,0.942492641,0.010649909,ALS,iPSMN
AL133481.2,0.942521789,0.109305585,ALS,iPSMN
WNT6,0.942541936,0.030103607,ALS,iPSMN
HSP90B3P,0.942541987,-0.027188747,ALS,iPSMN
ITM2B,0.942549386,0.002661043,ALS,iPSMN
TTLL7,0.942556102,-0.003198763,ALS,iPSMN
AL731574.1,0.942558595,-0.183616685,ALS,iPSMN
AC010531.5,0.942567233,-0.14492949,ALS,iPSMN
AC008406.3,0.942570682,0.022690102,ALS,iPSMN
SHOC1,0.942571185,-0.04346142,ALS,iPSMN
AL023754.1,0.942574222,0.065327124,ALS,iPSMN
AC092805.1,0.942622315,-0.086774532,ALS,iPSMN
AL021155.3,0.942632778,-0.262862605,ALS,iPSMN
AC244033.1,0.942645034,0.082259579,ALS,iPSMN
KRT18P8,0.942662503,-0.26272964,ALS,iPSMN
AP002449.1,0.942673336,0.092922063,ALS,iPSMN
GPR32P1,0.942685597,-0.172009116,ALS,iPSMN
AC022506.1,0.942688868,-0.09960637,ALS,iPSMN
LINC01208,0.942697624,0.01085933,ALS,iPSMN
AL157817.1,0.942702824,-0.262500867,ALS,iPSMN
AC026979.1,0.942706826,-0.214526651,ALS,iPSMN
RPS27AP13,0.942711249,0.059715015,ALS,iPSMN
AL138878.2,0.942714967,0.040100627,ALS,iPSMN
MAGEA12,0.942732668,0.135671124,ALS,iPSMN
MAJIN,0.942745701,0.107010726,ALS,iPSMN
ABCB9,0.942746767,-0.002421492,ALS,iPSMN
NOS2P2,0.942769635,0.027913213,ALS,iPSMN
AP000688.4,0.942771719,-0.262224777,ALS,iPSMN
SLC25A33,0.942773765,0.003060328,ALS,iPSMN
AC108120.1,0.942787702,-0.086511511,ALS,iPSMN
RHOXF2B,0.942795693,0.137302186,ALS,iPSMN
CTSLP1,0.942806073,0.061091859,ALS,iPSMN
AL157369.1,0.942814073,0.097730066,ALS,iPSMN
HNRNPA1P20,0.942843388,-0.1011466,ALS,iPSMN
AC007610.3,0.942855672,0.077759988,ALS,iPSMN
LINC02038,0.942856954,-0.145399153,ALS,iPSMN
CATSPERD,0.942866348,-0.015414511,ALS,iPSMN
AL049792.1,0.942874427,-0.09917721,ALS,iPSMN
AC010319.5,0.94289316,0.074483357,ALS,iPSMN
SCARNA14,0.942896921,0.072323057,ALS,iPSMN
CNGA2,0.942904343,0.074229825,ALS,iPSMN
SLC14A2-AS1,0.942920141,0.025866819,ALS,iPSMN
LINC02359,0.942961423,-0.038137376,ALS,iPSMN
AC105935.1,0.942962453,0.090945839,ALS,iPSMN
AL590064.1,0.942962612,-0.004417156,ALS,iPSMN
ACTBP1,0.942982797,-0.167198061,ALS,iPSMN
GPR162,0.942986284,-0.003156587,ALS,iPSMN
AL355357.1,0.943017136,-0.089375454,ALS,iPSMN
CEACAM16,0.94302093,-0.046512062,ALS,iPSMN
AC006148.2,0.943027252,-0.218878082,ALS,iPSMN
VENTXP7,0.943064294,-0.156470284,ALS,iPSMN
AC008703.1,0.943069758,-0.138991462,ALS,iPSMN
AC100826.1,0.943092443,0.138331552,ALS,iPSMN
AL354989.1,0.943095619,-0.120806059,ALS,iPSMN
RPL34P19,0.943097153,0.056638848,ALS,iPSMN
SNRPGP10,0.943136545,-0.006885142,ALS,iPSMN
ASTE1,0.943142901,-0.004360052,ALS,iPSMN
ABCB10P4,0.943152202,-0.032295161,ALS,iPSMN
AC008993.3,0.943152628,-0.191123303,ALS,iPSMN
AL391261.1,0.943157411,-0.145870488,ALS,iPSMN
PAPOLB,0.94315846,-0.006500939,ALS,iPSMN
OR7E12P,0.943160193,0.039213697,ALS,iPSMN
AC018521.2,0.943170963,-0.063050645,ALS,iPSMN
AC104051.2,0.943172717,0.05926069,ALS,iPSMN
RN7SL151P,0.94319649,0.018398951,ALS,iPSMN
LINC00366,0.9432044,0.040702834,ALS,iPSMN
AL355432.1,0.94321677,-0.021248882,ALS,iPSMN
AC004899.1,0.943225119,-0.084069131,ALS,iPSMN
DEFA8P,0.943226373,-0.068094229,ALS,iPSMN
AC107067.3,0.943227263,0.067983554,ALS,iPSMN
RPS4X,0.943227847,0.003650327,ALS,iPSMN
IFIT5,0.943244232,-0.002385296,ALS,iPSMN
AL596247.1,0.943274362,0.016081849,ALS,iPSMN
RN7SKP87,0.943278847,-0.108563083,ALS,iPSMN
LINC00211,0.94328621,0.067840815,ALS,iPSMN
ZNF22,0.943315997,-0.002936772,ALS,iPSMN
ANKRD62P1,0.943321712,-0.215482601,ALS,iPSMN
LINC02118,0.943324044,-0.062952403,ALS,iPSMN
CEACAM20,0.943336968,0.095711041,ALS,iPSMN
AC015818.3,0.943345073,-0.166326674,ALS,iPSMN
KRT18P14,0.943350302,-0.198862696,ALS,iPSMN
AC090241.3,0.943357702,0.005385895,ALS,iPSMN
RNU6-1016P,0.943357707,0.056894705,ALS,iPSMN
MIR573,0.943382726,-0.079723278,ALS,iPSMN
AC096638.1,0.943393045,0.08249951,ALS,iPSMN
AC024270.2,0.943394654,0.042951364,ALS,iPSMN
EIF1P7,0.943399915,-0.082370242,ALS,iPSMN
DPEP2,0.943407445,0.056827715,ALS,iPSMN
AC005906.3,0.943414117,0.089307746,ALS,iPSMN
AC002401.3,0.943416737,0.015620855,ALS,iPSMN
MTND4P15,0.94341745,-0.076704612,ALS,iPSMN
AC009446.1,0.943452666,-0.233300688,ALS,iPSMN
LINC02523,0.943456749,-0.071613511,ALS,iPSMN
AC136297.1,0.943483987,-0.006005123,ALS,iPSMN
RN7SL252P,0.943498911,-0.235688163,ALS,iPSMN
AC025752.1,0.943514977,0.036816064,ALS,iPSMN
OR7E94P,0.943517186,-0.102968676,ALS,iPSMN
CLEC11A,0.943519386,0.004653156,ALS,iPSMN
AP001085.1,0.943542027,-0.017220994,ALS,iPSMN
AC084030.1,0.943568548,-0.123578998,ALS,iPSMN
AL031289.2,0.943601426,0.00737906,ALS,iPSMN
FAM86HP,0.943613903,0.005051612,ALS,iPSMN
AL591115.1,0.943615804,0.17708752,ALS,iPSMN
AC093155.2,0.943632867,0.030296384,ALS,iPSMN
MIR5194,0.943633843,-0.11175199,ALS,iPSMN
EPN2-AS1,0.943670051,-0.074437973,ALS,iPSMN
AL034379.1,0.943710497,0.033163464,ALS,iPSMN
OR5AK2,0.943717063,-0.135651629,ALS,iPSMN
MTCO1P24,0.943723538,0.116926521,ALS,iPSMN
YBX1P10,0.9437251,-0.003456946,ALS,iPSMN
AC073342.2,0.943741367,0.008693882,ALS,iPSMN
AC107308.1,0.943744442,0.015360166,ALS,iPSMN
SHANK2-AS3,0.943758202,-0.045012549,ALS,iPSMN
MIGA1,0.943765662,0.001527571,ALS,iPSMN
TPTE2P5,0.943768469,-0.004743875,ALS,iPSMN
GPR32,0.943773208,0.102547195,ALS,iPSMN
AL353726.1,0.943796112,-0.098524496,ALS,iPSMN
TSPAN12,0.943800061,-0.004188837,ALS,iPSMN
WASH3P,0.943825004,-0.00309049,ALS,iPSMN
COX5BP7,0.943833255,0.065810463,ALS,iPSMN
TEX13B,0.943842892,-0.180124187,ALS,iPSMN
AC010913.1,0.943845797,-0.008388427,ALS,iPSMN
AC004543.1,0.943862605,-0.214545683,ALS,iPSMN
AC091551.1,0.943876555,0.00709799,ALS,iPSMN
AC093227.3,0.94389244,0.010319791,ALS,iPSMN
CLCP1,0.943934091,-0.228649281,ALS,iPSMN
AC107871.1,0.943934507,0.004178184,ALS,iPSMN
AC209005.1,0.943937058,-0.212760799,ALS,iPSMN
RPS2P6,0.943957064,-0.122533427,ALS,iPSMN
S100A11P1,0.943961464,-0.14264689,ALS,iPSMN
LINC01671,0.943981393,-0.046918011,ALS,iPSMN
GNL1,0.943995988,0.001614206,ALS,iPSMN
AP006333.3,0.944000982,-0.010498007,ALS,iPSMN
FERP1,0.944009362,-0.039745221,ALS,iPSMN
DDC-AS1,0.944037254,-0.098056582,ALS,iPSMN
RN7SL321P,0.944047097,-0.035745998,ALS,iPSMN
RN7SL666P,0.944055573,-0.182439101,ALS,iPSMN
HEPACAM2,0.94406184,0.014017839,ALS,iPSMN
AC027544.3,0.94410242,-0.129332276,ALS,iPSMN
AL132982.1,0.944114323,-0.08436643,ALS,iPSMN
BICRA,0.944118518,0.002751175,ALS,iPSMN
AC243654.3,0.944134765,-0.112498453,ALS,iPSMN
LINC01585,0.944136172,-0.076063827,ALS,iPSMN
AL845331.1,0.944136238,-0.235348746,ALS,iPSMN
AC091887.1,0.944140023,0.131371393,ALS,iPSMN
AC002542.4,0.944144826,0.13546864,ALS,iPSMN
SNRPCP5,0.944145392,-0.170233391,ALS,iPSMN
AC008549.1,0.94414663,-0.206804171,ALS,iPSMN
SYT8,0.944150136,-0.026852693,ALS,iPSMN
AC115618.3,0.944153298,0.114891435,ALS,iPSMN
AL512605.1,0.944165181,-0.078768727,ALS,iPSMN
RN7SL657P,0.944199554,-0.066901276,ALS,iPSMN
RPS14P8,0.944234466,0.023697486,ALS,iPSMN
IL5,0.944235182,0.020835062,ALS,iPSMN
PRELID3BP10,0.944247197,-0.129274196,ALS,iPSMN
AL121787.1,0.94426013,-0.048286588,ALS,iPSMN
AC027682.4,0.944262595,-0.006197175,ALS,iPSMN
LINC01666,0.944266307,-0.086591026,ALS,iPSMN
AL161669.3,0.944268819,0.017263545,ALS,iPSMN
TMEM86A,0.944288103,-0.002970549,ALS,iPSMN
AL442663.2,0.944334258,-0.119412497,ALS,iPSMN
PSMC1P5,0.944337928,-0.095321151,ALS,iPSMN
SMIM40,0.944338518,-0.219269815,ALS,iPSMN
AC087857.1,0.944345395,-0.105855934,ALS,iPSMN
NBPF7,0.944346963,-0.144392133,ALS,iPSMN
AC110772.2,0.944363858,-0.09640822,ALS,iPSMN
RN7SL510P,0.944375092,-0.17787089,ALS,iPSMN
AC068587.2,0.944379981,-0.070284342,ALS,iPSMN
AC117469.1,0.944381095,-0.08699639,ALS,iPSMN
AL359732.1,0.94439322,0.120598059,ALS,iPSMN
AC019155.2,0.94439336,-0.142293145,ALS,iPSMN
DHTKD1,0.94440509,0.002030076,ALS,iPSMN
AP006248.6,0.944407714,-0.034623023,ALS,iPSMN
AL596211.1,0.944411764,-0.056640391,ALS,iPSMN
RN7SL162P,0.944411962,0.037737614,ALS,iPSMN
LYG2,0.944414997,-0.019996753,ALS,iPSMN
GRIN3B,0.94441645,0.006996688,ALS,iPSMN
RN7SL827P,0.944421793,-0.044303843,ALS,iPSMN
LLCFC1,0.944423887,-0.074952045,ALS,iPSMN
SLC25A15,0.94442685,-0.002136267,ALS,iPSMN
LINC02333,0.944451843,-0.066512281,ALS,iPSMN
AC005597.1,0.944470497,-0.024293598,ALS,iPSMN
ATAT1,0.944471012,-0.002592401,ALS,iPSMN
AC012508.2,0.944522202,-0.005001181,ALS,iPSMN
AC018767.2,0.94454072,-0.100228676,ALS,iPSMN
TBRG1,0.94457432,-0.001567079,ALS,iPSMN
AC079804.3,0.944579274,-0.10508371,ALS,iPSMN
HIPK1-AS1,0.944593229,-0.006075994,ALS,iPSMN
AL162427.1,0.944611269,-0.12896727,ALS,iPSMN
LINC02120,0.944639822,-0.054280366,ALS,iPSMN
AC117834.1,0.944646468,-0.149834704,ALS,iPSMN
LINC02227,0.944655177,-0.13434051,ALS,iPSMN
OR10K1,0.944663144,0.046385484,ALS,iPSMN
LINC02406,0.944665648,-0.212681154,ALS,iPSMN
AL353572.2,0.944674386,-0.034055938,ALS,iPSMN
AP001630.1,0.944677409,-0.096952627,ALS,iPSMN
ANO10,0.94470048,-0.001818475,ALS,iPSMN
AC093162.1,0.94470667,-0.131482073,ALS,iPSMN
C2-AS1,0.944713765,0.019160167,ALS,iPSMN
ELOBP2,0.94471527,-0.102497518,ALS,iPSMN
LINC00331,0.944737559,-0.25320587,ALS,iPSMN
RPS20P4,0.944741747,-0.106647445,ALS,iPSMN
CDK2,0.944752041,-0.007665015,ALS,iPSMN
LMO7DN,0.944766057,0.061252192,ALS,iPSMN
RPL26P29,0.944767903,0.092523083,ALS,iPSMN
LINC02349,0.944775806,-0.142076331,ALS,iPSMN
OR5BA1P,0.944776666,-0.055687823,ALS,iPSMN
AC025277.1,0.944780669,-0.169479608,ALS,iPSMN
